업체코드,ID,리뷰내용,작성일,평가카테고리
ST075,food_diary_jj,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-02-02,위생이 아쉬워요
ST075,객사주변직장인,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-03-31,또 오고 싶어요
ST075,jbfoodie_05,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-01-07,맛있어요
ST075,전주교육청,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-04-08,특별한 날 가기 좋아요
ST075,foodstagram_kr,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-04-20,혼밥하기 좋아요
ST075,전주법원앞단골,전반적으로 음식 수준이 높아요. 외국인 친구 데려오기 좋은 곳.,2026-04-02,맛있어요
ST075,jeonju_review01,"전통 한옥 분위기에서 먹는 한정식, 특별한 날에 딱이에요.",2026-03-31,단체모임 하기 좋아요
ST075,홍길동123,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-03-04,가격이 비싸요
ST075,맛집소개정씨,가격 대비 양도 많고 맛도 훌륭해요. 전주한정식(신시가지) 단골 됐어요.,2026-03-02,혼밥하기 좋아요
ST075,서신동먹자,전주한정식(신시가지) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-06-01,단체모임 하기 좋아요
ST076,jbfoodie_01,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-05-16,또 오고 싶어요
ST076,user_전주_02,가격 대비 양도 많고 맛도 훌륭해요. 명인갈비(신시가지) 단골 됐어요.,2026-04-20,분위기가 좋아요
ST076,냉면마니아,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-03-30,가성비가 좋아요
ST076,한옥마을단골,오랜만에 왔는데 변함없이 맛있네요. 명인갈비(신시가지) 강추!,2026-03-19,특별한 날 가기 좋아요
ST076,review_kr_05,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-03-18,양이 적어요
ST076,taste_kr_01,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-05-19,위생이 아쉬워요
ST076,다가동미식,명인갈비(신시가지) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-02-21,친절해요
ST076,jeonju_review02,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-04-13,단체모임 하기 좋아요
ST076,전주토박이강씨,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-06-09,깨끗해요
ST076,맛집헌터B,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-04-27,주차하기 편해요
ST076,foodlover_A,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-02-16,혼밥하기 좋아요
ST076,맛집지도,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-06-10,재방문 의사 없어요
ST076,맛집헌터C,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-02-17,또 오고 싶어요
ST076,jbfoodie_03,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-05-08,분위기가 별로예요
ST076,갈비사랑,친구랑 같이 왔는데 둘 다 너무 만족했어요. 명인갈비(신시가지) 최고!,2026-04-30,또 오고 싶어요
ST077,bibimbap_fan,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-04-15,맛있어요
ST077,객사주변직장인,가격 대비 양도 많고 맛도 훌륭해요. 도깨비시장국밥 단골 됐어요.,2026-01-24,혼밥하기 좋아요
ST077,피순대국밥팬,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-02-05,친절해요
ST077,리뷰어_박씨,테이블 간격이 너무 좁아서 불편했어요.,2026-01-29,분위기가 별로예요
ST077,jbfoodie_02,도깨비시장국밥 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-05-09,가성비가 좋아요
ST077,travel_eater,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-05-14,깨끗해요
ST077,jbfoodie_04,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-05-15,단체모임 하기 좋아요
ST077,전주토박이강씨,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-05-08,단체모임 하기 좋아요
ST077,먹스타그램,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-03-02,불친절해요
ST077,먹방러_04,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-02-01,분위기가 좋아요
ST077,다가동미식,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-03-26,가격이 비싸요
ST077,jbfoodie_05,국물이 진하고 깊어요. 해장에 완벽한 집이에요!,2026-04-10,혼밥하기 좋아요
ST077,jeonju_review04,친구랑 같이 왔는데 둘 다 너무 만족했어요. 도깨비시장국밥 최고!,2026-02-25,분위기가 좋아요
ST077,yummy_jeonju,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-01-28,불친절해요
ST077,한정식전문가,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-02-24,맛있어요
ST077,혼밥러_전주,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-04-23,특별한 날 가기 좋아요
ST077,낙지볶음팬,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-03-07,양이 많아요
ST078,jeonju_foodie,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-04-13,분위기가 좋아요
ST078,국밥왕,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-06-10,가격이 비싸요
ST078,효자동단골,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-03-22,위생이 아쉬워요
ST078,jbfoodie_03,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-01-22,주차하기 불편해요
ST078,맛집블로거,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-02-10,양이 많아요
ST078,맛집소개정씨,오랜만에 왔는데 변함없이 맛있네요. 군산짬뽕(신시가지) 강추!,2026-05-13,혼밥하기 좋아요
ST078,jb_local_guide,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-06-02,양이 적어요
ST078,jeonju_review01,오랜만에 왔는데 변함없이 맛있네요. 군산짬뽕(신시가지) 강추!,2026-03-23,가성비가 좋아요
ST078,food_jb_01,군산짬뽕(신시가지) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-05-03,깨끗해요
ST078,맛있어요123,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-03-08,위생이 아쉬워요
ST078,한정식전문가,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-06-01,주차하기 불편해요
ST078,삼천동리뷰,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-03-14,맛있어요
ST078,순대마니아,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-01-22,깨끗해요
ST078,jeonju_review02,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-04-05,단체모임 하기 좋아요
ST078,전주살이,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-04-11,대기시간이 길어요
ST078,고속터미널근처,가격 대비 양도 많고 맛도 훌륭해요. 군산짬뽕(신시가지) 단골 됐어요.,2026-05-27,분위기가 좋아요
ST078,맛집탐험대,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-01-06,또 오고 싶어요
ST078,jbfood_lover,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-05-23,친절해요
ST078,food_review_kr,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-01-23,가성비가 좋아요
ST079,taste_hunter99,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-03-06,가성비가 좋아요
ST079,review_kr_05,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-06-08,양이 적어요
ST079,전주야경감상,전주막걸리(신시가지) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-03-19,분위기가 좋아요
ST079,피순대국밥팬,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-04-05,친절해요
ST079,jb_local_guide,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-05-24,주차하기 편해요
ST079,맛있는하루,오랜만에 왔는데 변함없이 맛있네요. 전주막걸리(신시가지) 강추!,2026-05-29,혼밥하기 좋아요
ST079,jeonju_eater,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-03-08,분위기가 좋아요
ST079,비빔밥사랑,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-05-09,혼밥하기 좋아요
ST079,review_kr_02,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-03-28,위생이 아쉬워요
ST079,food_jb_05,가격 대비 양도 많고 맛도 훌륭해요. 전주막걸리(신시가지) 단골 됐어요.,2026-02-03,친절해요
ST079,jeonju_trip,가격 대비 양도 많고 맛도 훌륭해요. 전주막걸리(신시가지) 단골 됐어요.,2026-03-23,맛있어요
ST079,전주맛집A,친구랑 같이 왔는데 둘 다 너무 만족했어요. 전주막걸리(신시가지) 최고!,2026-04-21,단체모임 하기 좋아요
ST079,yummy_jeonju,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-03-08,맛이 별로예요
ST079,전주비빔밥러,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-03-22,불친절해요
ST079,food_diary_jj,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-02-02,대기시간이 길어요
ST079,review_kr_03,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-03-13,대기시간이 길어요
ST079,남부시장단골,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-04-21,가성비가 좋아요
ST079,저녁식사파,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-03-09,위생이 아쉬워요
ST080,food_jb_02,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-06-10,특별한 날 가기 좋아요
ST080,친구모임장소,가격 대비 양도 많고 맛도 훌륭해요. 삼성각 단골 됐어요.,2026-06-02,맛있어요
ST080,taste_hunter99,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-03-26,친절해요
ST080,food_diary_jj,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-06-09,위생이 아쉬워요
ST080,food_jb_01,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-03-25,깨끗해요
ST080,jbfoodie_01,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-02-03,양이 적어요
ST080,갈비사랑,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-01-13,주차하기 편해요
ST080,저녁식사파,가격 대비 양도 많고 맛도 훌륭해요. 삼성각 단골 됐어요.,2026-03-24,주차하기 편해요
ST080,홍길동123,친구랑 같이 왔는데 둘 다 너무 만족했어요. 삼성각 최고!,2026-01-19,특별한 날 가기 좋아요
ST080,foodlover_A,테이블 간격이 너무 좁아서 불편했어요.,2026-06-04,주차하기 불편해요
ST080,전주야경감상,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-01-24,가성비가 좋아요
ST080,콩나물국밥마니아,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-03-07,주차하기 편해요
ST080,jeonju_eater,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-03-03,가성비가 좋아요
ST080,jeonju_trip,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-01-06,불친절해요
ST080,냉면마니아,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-02-11,분위기가 별로예요
ST080,전통주탐방,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-04-14,분위기가 좋아요
ST080,미식여행자,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-01-31,분위기가 좋아요
ST080,완산구주민,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-05-06,주차하기 편해요
ST080,taste_kr_01,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-03-21,친절해요
ST081,다가동미식,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-05-31,특별한 날 가기 좋아요
ST081,food_jb_02,시내회관 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-04-26,맛있어요
ST081,가족여행객,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-03-29,주차하기 불편해요
ST081,맛집평론가,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-02-24,분위기가 좋아요
ST081,객사맛집,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-06-04,양이 적어요
ST081,출장온회사원,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-01-28,가성비가 좋아요
ST081,taste_kr_02,시내회관 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-05-17,혼밥하기 좋아요
ST081,맛집지도,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-01-02,특별한 날 가기 좋아요
ST081,피순대국밥팬,테이블 간격이 너무 좁아서 불편했어요.,2026-01-30,재방문 의사 없어요
ST081,gourmet_jb,전반적으로 음식 수준이 높아요. 외국인 친구 데려오기 좋은 곳.,2026-02-13,가성비가 좋아요
ST081,user_전주_03,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-04-28,특별한 날 가기 좋아요
ST081,추어탕마니아,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-06-04,친절해요
ST081,user_전주_05,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-03-19,친절해요
ST081,남부시장단골,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-04-12,주차하기 불편해요
ST081,덕진구주민,친구랑 같이 왔는데 둘 다 너무 만족했어요. 시내회관 최고!,2026-01-23,맛있어요
ST081,전북맛집,오랜만에 왔는데 변함없이 맛있네요. 시내회관 강추!,2026-02-04,깨끗해요
ST081,foodie_korea,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-01-29,위생이 아쉬워요
ST081,전라도미식가,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-02-23,양이 많아요
ST081,user_전주_04,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-02-07,주차하기 편해요
ST081,단골손님이씨,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-04-22,양이 적어요
ST082,user_전주_01,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-02-11,분위기가 좋아요
ST082,냉면마니아,오랜만에 왔는데 변함없이 맛있네요. 전주향미집 강추!,2026-03-14,맛있어요
ST082,jeonju_trip,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-05-04,맛이 별로예요
ST082,jb_local_guide,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-02-14,혼밥하기 좋아요
ST082,국밥왕,오랜만에 왔는데 변함없이 맛있네요. 전주향미집 강추!,2026-02-10,단체모임 하기 좋아요
ST082,review_kr_01,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-01-26,위생이 아쉬워요
ST082,jeonju_review02,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-05-07,양이 많아요
ST082,덕진구주민,가격 대비 양도 많고 맛도 훌륭해요. 전주향미집 단골 됐어요.,2026-03-02,특별한 날 가기 좋아요
ST082,foodlover_C,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-01-13,특별한 날 가기 좋아요
ST082,맛집지도,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-04-02,주차하기 편해요
ST082,출장온회사원,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-04-02,깨끗해요
ST082,전주관광객,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-02-14,불친절해요
ST082,review_kr_04,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-01-09,주차하기 불편해요
ST082,bibimbap_fan,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-03-28,양이 많아요
ST082,taste_kr_01,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-01-30,맛있어요
ST082,food_review_kr,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-01-31,단체모임 하기 좋아요
ST082,foodlover_D,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-02-27,혼밥하기 좋아요
ST082,user_전주_05,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-03-08,대기시간이 길어요
ST082,전주교육청,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-04-01,또 오고 싶어요
ST082,food_diary_jj,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-05-23,가성비가 좋아요
ST083,신시가지탐방,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-03-28,분위기가 별로예요
ST083,다가동미식,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-04-13,가성비가 좋아요
ST083,국밥매니아,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-04-22,주차하기 불편해요
ST083,kimchi_lover,동문불고기 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-04-11,특별한 날 가기 좋아요
ST083,jeollabuk_go,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-02-08,분위기가 좋아요
ST083,jbfoodie_03,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-01-15,대기시간이 길어요
ST083,맛집헌터D,친구랑 같이 왔는데 둘 다 너무 만족했어요. 동문불고기 최고!,2026-03-17,양이 많아요
ST083,jeonju_review03,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-04-13,분위기가 좋아요
ST083,foodlover_B,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-03-19,또 오고 싶어요
ST083,전주법원앞단골,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-01-03,친절해요
ST083,점심메이트,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-05-16,양이 많아요
ST083,전주핫플,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-04-14,단체모임 하기 좋아요
ST083,taste_kr_05,고기 질이 좋아요. 불 조절도 잘 해주셔서 맛있게 먹었어요.,2026-02-22,단체모임 하기 좋아요
ST083,전주맛집E,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-06-09,혼밥하기 좋아요
ST083,taste_kr_04,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-03-30,가격이 비싸요
ST083,추어탕마니아,테이블 간격이 너무 좁아서 불편했어요.,2026-02-20,대기시간이 길어요
ST083,덕진구주민,동문불고기 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-01-22,맛있어요
ST084,맛집지도앱,친구랑 같이 왔는데 둘 다 너무 만족했어요. 백년토종순대 최고!,2026-02-07,단체모임 하기 좋아요
ST084,jeonju_review04,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-04-16,가성비가 좋아요
ST084,객사맛집,백년토종순대 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-01-24,맛있어요
ST084,kimchi_lover,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-04-19,맛있어요
ST084,jb_local_guide,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-05-02,가격이 비싸요
ST084,갈비사랑,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-04-25,대기시간이 길어요
ST084,한옥마을단골,가격 대비 양도 많고 맛도 훌륭해요. 백년토종순대 단골 됐어요.,2026-04-05,양이 많아요
ST084,맛집헌터E,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-04-14,양이 많아요
ST084,먹방러_01,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-05-24,주차하기 편해요
ST084,맛집헌터C,국물이 진하고 깊어요. 해장에 완벽한 집이에요!,2026-04-12,깨끗해요
ST084,가족여행객,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-05-30,또 오고 싶어요
ST084,review_kr_03,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-04-19,재방문 의사 없어요
ST084,taste_kr_03,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-05-06,분위기가 별로예요
ST084,jeonju_review02,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-02-11,분위기가 별로예요
ST084,yummy_jeonju,순대가 쫄깃하고 내장도 깔끔해요. 국물도 진해요.,2026-05-10,단체모임 하기 좋아요
ST085,food_explorer_kr,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-03-25,친절해요
ST085,jeonju_trip,오랜만에 왔는데 변함없이 맛있네요. 다가정 강추!,2026-06-09,단체모임 하기 좋아요
ST085,낙지볶음팬,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-04-10,양이 많아요
ST085,전주맛지도,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-04-12,맛있어요
ST085,전북도청직원,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-05-19,양이 적어요
ST085,food_diary_jj,친구랑 같이 왔는데 둘 다 너무 만족했어요. 다가정 최고!,2026-04-24,주차하기 편해요
ST085,점심메이트,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-01-23,대기시간이 길어요
ST085,국밥매니아,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-01-07,혼밥하기 좋아요
ST085,jbfoodie_02,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-06-11,재방문 의사 없어요
ST085,서신동먹자,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-05-24,분위기가 좋아요
ST085,korea_food_map,다가정 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-05-24,가성비가 좋아요
ST085,신시가지탐방,가격 대비 양도 많고 맛도 훌륭해요. 다가정 단골 됐어요.,2026-02-19,친절해요
ST085,전주맛집D,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-05-28,맛이 별로예요
ST085,jeonju_local,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-05-26,가성비가 좋아요
ST085,맛집헌터D,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-02-18,맛있어요
ST085,user_전주_02,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-05-09,주차하기 불편해요
ST086,review_kr_02,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-05-11,불친절해요
ST086,review_kr_05,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-04-09,맛이 별로예요
ST086,전주비빔밥러,돌솥에 나와서 따뜻하게 먹을 수 있어서 좋았어요.,2026-03-10,혼밥하기 좋아요
ST086,kimchi_lover,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-03-23,불친절해요
ST086,food_jb_04,오랜만에 왔는데 변함없이 맛있네요. 경기전비빔밥 강추!,2026-05-22,깨끗해요
ST086,낙지볶음팬,친구랑 같이 왔는데 둘 다 너무 만족했어요. 경기전비빔밥 최고!,2026-01-17,가성비가 좋아요
ST086,user_전주_04,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-01-08,가성비가 좋아요
ST086,전주맛지도,비빔밥이 8000~15000원인데 가성비가 좀 아쉬워요.,2026-01-05,맛이 별로예요
ST086,친구모임장소,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-05-22,대기시간이 길어요
ST086,먹방러_01,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-01-26,맛이 별로예요
ST086,맛집소개정씨,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-05-23,친절해요
ST086,전북맛집,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-03-19,친절해요
ST086,jbfoodie_01,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-04-15,친절해요
ST086,taste_kr_05,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-01-22,가성비가 좋아요
ST086,review_kr_04,나물이 신선하고 고추장이 딱 적당해요. 전주 비빔밥 최고!,2026-02-22,양이 많아요
ST087,전주비빔밥순례,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-05-18,가격이 비싸요
ST087,객사맛집,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-01-20,가성비가 좋아요
ST087,전주맛집C,순대 양이 적어서 아쉬웠어요. 추가 주문했어요.,2026-01-08,위생이 아쉬워요
ST087,taste_kr_04,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-02-01,분위기가 별로예요
ST087,한옥마을관광,오랜만에 왔는데 변함없이 맛있네요. 원조피순대국밥 강추!,2026-04-07,양이 많아요
ST087,먹방러_04,가격 대비 양도 많고 맛도 훌륭해요. 원조피순대국밥 단골 됐어요.,2026-04-02,분위기가 좋아요
ST087,전통주탐방,콩나물이 아삭하고 국물이 개운해요. 해장국으로 최고!,2026-02-15,특별한 날 가기 좋아요
ST087,전주맛집탐방,테이블 간격이 너무 좁아서 불편했어요.,2026-02-01,가격이 비싸요
ST087,food_jb_04,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-04-05,대기시간이 길어요
ST087,전북여행,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-04-24,친절해요
ST087,전주한바퀴,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-01-06,혼밥하기 좋아요
ST087,점심메이트,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-04-02,혼밥하기 좋아요
ST087,먹스타그램,친구랑 같이 왔는데 둘 다 너무 만족했어요. 원조피순대국밥 최고!,2026-06-07,또 오고 싶어요
ST087,덕진구주민,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-02-26,주차하기 편해요
ST087,전주맛지도,원조피순대국밥 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-05-07,특별한 날 가기 좋아요
ST087,남부시장단골,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-01-10,대기시간이 길어요
ST088,중화산동단골,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-03-21,맛이 별로예요
ST088,bibimbap_fan,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-06-10,혼밥하기 좋아요
ST088,foodstagram_kr,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-01-08,양이 많아요
ST088,user_전주_03,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-04-21,주차하기 불편해요
ST088,전라도미식가,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-06-01,단체모임 하기 좋아요
